MILESTONE EMAIL MATRIX — OUTSOURCED,,,,,,,,,,,,,,,,,,,,,
Service type: outsourced (Sales Progressor internal team manages the file),,,,,,,,,,,,,,,,,,,,,
Email body column = opening sentence + what happened + what next — combined from portal-copy.ts,,,,,,,,,,,,,,,,,,,,,
{address} in subjects is replaced with the property address at send time,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
SECTION 1 — SELLER confirms via the client portal (seller-facing steps only),,,,,,,,,,,,,,,,,,,,,
"These are milestones the seller actions themselves (e.g. ID checks complete, forms returned). They tap ""confirm"" in their portal.",,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Code,Milestone name,Who performs this step,Seller gets email?,Seller: email subject,Seller: email body,Buyer gets email?,Buyer: email subject,Buyer: email body,Agent gets email?,Agent: email subject,Agent: email body,Progressor gets email?,Progressor: email subject,Progressor: email body,Notes / Known issues,,,,,,
VM16,Contract documents issued to seller,solicitor,Y,Your contract is ready to sign — {address},"Your contract documents have arrived. Your solicitor has sent you the contract documents to review and sign. This is an important step — you're on the way to exchange of contracts. Read the contract carefully. Check the purchase price, the proposed completion date, and the list of fixtures and fittings included in the sale. Your solicitor will explain exactly what signing means and what you're committing to — exchange is the legally binding moment. Once you're happy, sign and return it.",Y,Seller has received their contract — {address},"Good news on your purchase. The seller has received their final contract documents from their solicitor for signing. Once they sign and return them, both sides will have signed contracts ready for exchange. Nothing for you to do right now — we'll let you know once the seller has signed.",N,,,Y,VM16 complete: Contract issued to seller — {address},Logged on {address}. Vendor solicitor has issued contract documents to the vendor for signature.,[NOTE] Progressor confirms this milestone then also receives the progressor copy email (confirmation receipt).,,,,,,
VM17,Sign and return contract documents,you,Y,Signed contract received — ready for exchange — {address},"Your signed contract is with your solicitor. Your solicitor has received your signed contract documents and is holding them ready for exchange. They will have explained the commitment this represents — the legally binding moment is exchange, not signing. Your solicitor will confirm when they're ready to exchange. Once both sides are ready, your agent will coordinate the exchange and a completion date will be agreed.",Y,Seller has signed the contract — {address},"A significant step on your purchase. The seller has signed and returned their contract documents to their solicitor. Both sides need signed contracts in their solicitors' hands before exchange can happen. Once your contract is also signed and returned, exchange can be coordinated.",N,,,Y,VM17 complete: Seller signed and returned contract — {address},Logged on {address}. Vendor has confirmed signed contract returned to solicitor.,[NOTE] Progressor confirms this milestone then also receives the progressor copy email (confirmation receipt).,,,,,,
VM18,Solicitor confirms ready to exchange,solicitor,Y,Your solicitor is ready to exchange — {address},"Your solicitor has confirmed they're ready. Your solicitor has everything in place to exchange contracts. They've confirmed to us that they're ready to proceed as soon as the buyer's side is ready too. We're now coordinating with the buyer's solicitor to confirm exchange. Once both sides are ready, exchange will be arranged — this can happen very quickly. Make sure you're reachable.",Y,The seller's solicitor is ready to exchange — {address},"The seller's side is ready. The seller's solicitor has confirmed they're ready to exchange contracts. If your solicitor is also ready, exchange can be coordinated imminently. Make sure your deposit is in your solicitor's client account as cleared funds, and that your signed contract has been returned. We'll be in touch as soon as exchange is confirmed.",Y,Seller's solicitor ready to exchange — {address},Quick update on {address}. Vendor's solicitor has confirmed readiness to exchange. Awaiting buyer's side.,Y,VM18 complete: Vendor solicitor ready to exchange — {address},Logged on {address}. Vendor's solicitor has confirmed readiness to exchange.,[NOTE] Progressor confirms this milestone then also receives the progressor copy email (confirmation receipt).,,,,,,
VM19,Contracts exchanged,agent,Y,Contracts exchanged — your sale is legally committed — {address},"Contracts have exchanged on your sale. Both solicitors have formally exchanged signed contracts, and the sale is now legally binding. Neither side can withdraw without significant financial penalty. The completion date is now fixed. Between now and completion, you should arrange to have everything ready to leave the property by the agreed time on completion day. Your solicitor will manage the legal transfer of funds — you'll hear from them on the day.",Y,Contracts exchanged — your purchase is legally committed — {address},"Contracts have exchanged on your purchase. Both solicitors have formally exchanged signed contracts, and your purchase is now legally binding. The completion date is fixed. Now is the time to confirm your removal firm and start planning your move in detail. Buildings insurance: risk in the property usually passes to you on exchange — check with your solicitor whether this applies to your purchase, as for new-builds and many leaseholds the freeholder's policy covers the building. Your solicitor will manage the final transfer of funds on completion day.",Y,Exchange confirmed — {address},"Exchange confirmed on {address}. Contracts have exchanged. Both parties are now legally committed. Completion date is fixed.",Y,VM19 complete: Contracts exchanged — {address},"Exchange confirmed on {address}. Contracts exchanged. Both parties legally committed. Completion date fixed. Reconcile any outstanding milestones and confirm the completion date is recorded.",[NOTE] Progressor confirms this milestone then also receives the progressor copy email (confirmation receipt).,,,,,,
VM20,Sale completed,agent,Y,Sale complete — congratulations — {address},"Congratulations — it's done. Your sale has completed. The purchase funds have been transferred, your mortgage has been redeemed by your solicitor, and ownership of the property has transferred to the buyer. The sale is legally concluded. Your solicitor will send you a completion statement showing the final figures. If you're also buying, the net proceeds will be passed to your purchase solicitor. Keep your completion statement safely for your records — you may need it for tax purposes.",Y,Sale completed — {address},"Completion confirmed on your purchase property. The sale of {address} has completed. The property now belongs to your seller and the transaction is legally concluded.",Y,Completion confirmed — {address},"Completion confirmed on {address}. Sale completed. Funds transferred, mortgage redeemed, ownership transferred.",Y,VM20 complete: Sale completed — {address},"Completion confirmed on {address}. Sale completed. Transaction closed. Reconcile any outstanding milestones and confirm all fees are recorded.",[NOTE] Progressor confirms this milestone then also receives the progressor copy email (confirmation receipt).,,,,,,
,,,,,,,,,,,,,,,,,,,,,
--- PURCHASER / BUYER SIDE MILESTONES (PM1–PM27) ---,,,,,,,,,,,,,,,,,,,,,
Code,Milestone name,Who performs this step,Seller gets email?,Seller: email subject,Seller: email body,Buyer gets email?,Buyer: email subject,Buyer: email body,Agent gets email?,Agent: email subject,Agent: email body,Progressor gets email?,Progressor: email subject,Progressor: email body,Notes / Known issues,,,,,,
PM1,Instruct your solicitor,you,Y,The buyer has instructed their solicitor — {address},"Good news on your sale. The buyer has formally instructed their solicitor to act on the purchase. The legal process is now underway on both sides of the transaction. Nothing for you to do right now. Both solicitors are now engaged and will work through the conveyancing process. We'll keep you updated.",Y,You've instructed your solicitor — {address},"You've taken the first step. You've formally instructed your solicitor to act on your purchase. They'll now contact you with a welcome pack, their terms of business, and details of what they need from you to get started. Return your solicitor's welcome pack and complete your ID checks as quickly as possible — your solicitor cannot begin substantive work until these are in place. We'll update you when there's meaningful progress.",Y,Buyer's solicitor instructed — {address},"Quick update on {address}. The buyer has instructed their solicitor. Conveyancing is now underway on the buyer's side. No action needed from you.",Y,PM1 complete: Buyer instructed solicitor — {address},Logged on {address}. Purchaser has confirmed solicitor instruction.,[NOTE] Progressor confirms this milestone then also receives the progressor copy email (confirmation receipt).,,,,,,
PM2,Receive memorandum of sale,solicitor,Y,Buyer's solicitor has the memorandum — {address},"Quick update on your sale. The memorandum of sale has reached the buyer's solicitor. They now have formal confirmation to begin work on the purchase. Nothing for you to do right now — the buyer's side is now formally engaged.",Y,Memorandum of sale issued — {address},"The legal process has officially started. The memorandum of sale has been sent to all solicitors, confirming the agreed purchase price and the details of both parties. Your solicitor now has formal confirmation to begin conveyancing. If you haven't already, return your solicitor's welcome pack and complete your ID checks — your solicitor can't get fully started until these are done. If you're buying with a mortgage, also make sure your application is progressing.",N,,,Y,PM2 complete: MoS received — {address},Logged on {address}. Memorandum of sale confirmed received by buyer's solicitor.,[NOTE] Progressor confirms this milestone then also receives the progressor copy email (confirmation receipt).,,,,,,
PM3,Complete ID & AML checks,you,Y,Buyer's ID checks complete — {address},"Good news on your sale. The buyer has completed their ID and anti-money laundering checks. Their solicitor can now begin substantive work on the purchase. Nothing for you to do right now — this is one of the early signals that things are moving properly on the buyer's side.",Y,ID checks complete — {address},"You've cleared an important legal requirement. Your identity has been verified and your solicitor has completed the anti-money laundering checks required by law. This allows them to begin substantive work on your purchase. Your solicitor is now able to work on your case fully. Worth flagging: if you haven't yet paid your money on account, do this as soon as possible — your solicitor will need it before they can order searches.",N,,,Y,PM3 complete: Buyer ID checks done — {address},Logged on {address}. Purchaser has confirmed completion of ID and AML verification.,[NOTE] Progressor confirms this milestone then also receives the progressor copy email (confirmation receipt).,,,,,,
PM4,Pay money on account to solicitor,you,Y,Buyer has put funds with their solicitor — {address},"Strong signal on your sale. The buyer has transferred funds to their solicitor for searches and disbursements. This is one of the clearest 'this buyer is committed' signals in the early stages of a transaction. Searches will typically be ordered shortly — that's usually the next major step on the buyer's side.",Y,Payment on account received by your solicitor — {address},"Your solicitor has received your payment on account. Your initial payment to your solicitor has been received. This covers the cost of searches and other disbursements they'll incur on your behalf during the conveyancing process. This is separate from your deposit. Your solicitor can now order searches and proceed with the full conveyancing process. We'll update you as each stage progresses.",N,,,Y,PM4 complete: Buyer paid money on account — {address},Logged on {address}. Purchaser has confirmed payment on account to solicitor.,[NOTE] Progressor confirms this milestone then also receives the progressor copy email (confirmation receipt).,,,,,,
PM5,Submit mortgage application,you,Y,Buyer's mortgage application is in — {address},"Quick update on your sale. The buyer has submitted their mortgage application to their lender. The lender will now process the application — this typically includes a valuation visit to the property, which the buyer's surveyor or your agent will arrange directly. We'll let you know when the mortgage offer is issued.",Y,Mortgage application submitted — {address},"Your mortgage application is in. Your full mortgage application has been submitted to your lender. They'll now assess your application, arrange a valuation of the property, and work towards issuing a formal mortgage offer. Your lender will book a valuation of the property — usually within a week or two. Once the valuation is done, the formal mortgage offer typically follows within 1–3 weeks. Your broker or lender will keep you updated.",Y,Buyer's mortgage application submitted — {address},"Quick update on {address}. The buyer has submitted their mortgage application. The progression team will track the application through to offer.",Y,PM5 complete: Buyer submitted mortgage application — {address},Logged on {address}. Purchaser has confirmed mortgage application submitted.,[NOTE] Progressor confirms this milestone then also receives the progressor copy email (confirmation receipt).,,,,,,
PM6,Lender valuation booked,lender,Y,Buyer's lender valuation booked — {address},"Quick update on your sale. The buyer's lender has booked the property valuation. A surveyor acting for the lender will visit the property to value it. The buyer or their agent will coordinate access with you directly. Nothing else for you to do right now.",Y,Mortgage valuation booked — {address},"Your mortgage lender has booked their valuation. Your lender has arranged a valuation of the property. Their primary concern is that it's worth enough to secure their loan — it's not a structural survey and won't flag problems with the condition of the property. If you haven't already booked your own survey, now is a good time — a RICS HomeBuyer Report will identify issues the lender's valuation won't cover. Once the valuation is done, your mortgage offer should follow within 1–3 weeks.",Y,Buyer's lender valuation booked — {address},"Quick update on {address}. The buyer's lender has booked the property valuation. Surveyor will coordinate access directly with the seller. The progression team is tracking the lender's process.",Y,PM6 complete: Lender valuation booked — {address},Logged on {address}. Lender valuation confirmed booked.,[NOTE] Progressor confirms this milestone then also receives the progressor copy email (confirmation receipt).,,,,,,
PM7,Draft contract pack received,solicitor,Y,Your contract pack has arrived with the buyer's solicitor — {address},"Progress on your sale. The contract pack has been received by the buyer's solicitor. They'll now review everything carefully and will raise any questions they have about the property or the documents. The buyer's solicitor will raise enquiries in due course. Your solicitor will handle these, though they may need your input on some points — we'll be in touch if so.",Y,Contract pack received by your solicitor — {address},"The legal documents are with your solicitor. Your solicitor has received the contract pack from the seller's solicitor. This is the bundle of documents that forms the legal foundation of the purchase — the draft contract, title documents, property information forms, and any relevant certificates. Your solicitor will now review everything carefully. Your solicitor will work through the contract pack and raise enquiries — questions about anything that needs clarification. In parallel, make sure your mortgage application and surveys are progressing.",Y,Contract pack received by buyer's solicitor — {address},Quick update on {address}. Buyer's solicitor has confirmed receipt of the contract pack.,Y,PM7 complete: Contract pack received — {address},Logged on {address}. Buyer's solicitor has confirmed receipt of draft contract pack.,[NOTE] Progressor confirms this milestone then also receives the progressor copy email (confirmation receipt).,,,,,,
PM8,Searches ordered,solicitor,Y,Buyer has ordered the searches — {address},"Quick update on your sale. The buyer's solicitor has ordered the property searches — local authority, water and drainage, environmental, and any others relevant to the property. Searches typically come back within a couple of weeks. This is a clear signal the buyer is progressing in earnest. Nothing for you to do right now.",Y,Searches ordered on your purchase — {address},"Your solicitor has ordered the searches. Your solicitor has submitted the search applications to the local authority, water authority, and other relevant bodies. Searches check for things like planning permissions, flood risk, drainage rights, and other factors that could affect the property. Searches typically take 2–6 weeks to come back depending on the local authority — there's nothing for you to do while you wait. We'll let you know when they arrive.",Y,Buyer's searches ordered — {address},"Quick update on {address}. The buyer's solicitor has ordered the property searches. Strong commitment signal from the buyer. The progression team will chase results.",Y,PM8 complete: Searches ordered — {address},Logged on {address}. Buyer's solicitor has confirmed searches ordered.,[NOTE] Progressor confirms this milestone then also receives the progressor copy email (confirmation receipt).,,,,,,
PM9,Book your survey,you,Y,Buyer's survey is booked — {address},"Quick update on your sale. The buyer has booked their property survey. A surveyor will visit the property — the buyer or their agent will coordinate access with you directly. The survey itself doesn't take long; the report follows a few days later. Nothing else for you to do right now.",Y,Survey booked — {address},"Your survey is booked. Your independent survey has been booked. The surveyor will inspect the property and produce a report covering its condition, any issues they find, and recommendations. Most survey reports flag some issues — many are minor. When the report arrives, read it carefully and discuss any concerns with your solicitor. If anything significant is flagged, it may be worth seeking a specialist report or renegotiating the price.",Y,Buyer's survey booked — {address},Quick update on {address}. The buyer has booked their property survey. The progression team will track the report when it's back.,Y,PM9 complete: Buyer booked survey — {address},Logged on {address}. Purchaser has confirmed survey booked.,[NOTE] Progressor confirms this milestone then also receives the progressor copy email (confirmation receipt).,,,,,,
PM10,Survey report received,you,Y,Buyer has their survey report — {address},"Important update on your sale. The buyer has received their survey report. The survey is one of the bigger sources of risk in any transaction — once it's in the buyer's hands, the deal is materially closer to certain. The buyer may come back through their solicitor with questions or — occasionally — requests based on findings. We'll let you know if anything from the survey affects progression.",Y,Your survey report has arrived — {address},"Your survey report is ready. Your surveyor has delivered their report on the property. Most surveys flag some issues — it's rare to get a completely clean report, so don't be alarmed if yours highlights a few things. Read the report carefully and note anything rated as a significant risk or requiring urgent attention. If you have concerns, speak to your solicitor — they can advise on whether to seek a specialist report or request further information from the seller.",Y,Buyer has their survey report — {address},"Quick update on {address}. The buyer has received their survey report. One of the bigger fall-through risks is now passed. The progression team will flag if the survey raises any issues affecting progression.",Y,PM10 complete: Buyer received survey report — {address},Logged on {address}. Purchaser has confirmed receipt of survey report.,[NOTE] Progressor confirms this milestone then also receives the progressor copy email (confirmation receipt).,,,,,,
PM11,Mortgage offer received,lender,Y,The buyer's mortgage offer has been issued — {address},"Good news on your sale. The buyer has received their formal mortgage offer from their lender. The financing for your sale is now confirmed — a significant step towards exchange. Nothing for you to do. The transaction is moving in the right direction on the buyer's side.",Y,Your mortgage offer has arrived — {address},"Your mortgage is confirmed. Your lender has issued a formal mortgage offer. This confirms the amount they're willing to lend, the interest rate, the term, and any conditions attached. Your solicitor has received a copy and will check it against the property title. Check the offer carefully — confirm the loan amount, rate, and term match what you agreed with your broker or lender. If anything looks wrong, raise it immediately with your broker or lender. Your solicitor will review the conditions and let you know if anything needs addressing.",Y,Buyer's mortgage offer issued — {address},Quick update on {address}. Buyer has received their formal mortgage offer. Financing confirmed.,Y,PM11 complete: Buyer mortgage offer received — {address},Logged on {address}. Purchaser has confirmed mortgage offer received from lender.,[NOTE] Progressor confirms this milestone then also receives the progressor copy email (confirmation receipt).,,,,,,
PM12,Management pack received (buyer side),solicitor,Y,Buyer's solicitor has the management pack — {address},"Quick update on your sale. The management pack has reached the buyer's solicitor. They'll now review the leasehold information alongside the rest of the contract documents. Nothing for you to do right now.",Y,Management pack received — {address},"The leasehold paperwork has arrived. The management pack from the freeholder has been received by your solicitor. They'll now review the service charge accounts, ground rent history, building insurance arrangements, and any planned or recent major works to the building. Your solicitor will raise any concerns from the management pack with the seller's solicitor as part of the enquiries process. We'll let you know if anything needs your attention.",N,,,Y,PM12 complete: Management pack received — {address},Logged on {address}. Buyer's solicitor has confirmed management pack received.,[NOTE] Progressor confirms this milestone then also receives the progressor copy email (confirmation receipt).,,,,,,
PM13,Search results received,solicitor,Y,Buyer's searches are back — {address},"Quick update on your sale. The buyer's solicitor has received the search results. They'll review them alongside the contract pack — search results sometimes prompt enquiries, which is normal. Nothing for you to do right now. We'll let you know if anything from the searches affects progression.",Y,Search results back — {address},"Your searches have come back. The search results have been received from the local authority and other bodies. Your solicitor will now review them carefully — they cover planning permissions, flood risk, drainage, and other factors affecting the property. Most searches come back with nothing of concern. If your solicitor does identify something worth discussing, they'll be in touch. Otherwise, this keeps things moving towards exchange.",Y,Buyer's searches are back — {address},"Quick update on {address}. The buyer's solicitor has received the search results. The progression team will flag if anything in the searches affects progression.",Y,PM13 complete: Search results received — {address},Logged on {address}. Buyer's solicitor has confirmed search results received.,[NOTE] Progressor confirms this milestone then also receives the progressor copy email (confirmation receipt).,,,,,,
PM14,Initial enquiries raised,solicitor,Y,Buyer's solicitor has raised enquiries — {address},"Quick update on your sale. The buyer's solicitor has raised their initial enquiries — questions about the property and the contract pack. This is a normal part of conveyancing. Your solicitor will work through them and may need your input on some points. Nothing for you to do right now unless your solicitor contacts you.",Y,Your solicitor has raised enquiries — {address},"Enquiries are now with the seller's solicitor. Your solicitor has raised their first round of enquiries with the seller's solicitor — questions about the property, the title, and the documents in the contract pack. This is a completely normal and important part of the conveyancing process. The seller's solicitor will work through the questions and reply in due course. Your solicitor will review the replies and let you know if any further questions are needed.",N,,,Y,PM14 complete: Initial enquiries raised — {address},Logged on {address}. Buyer's solicitor has raised initial enquiries with vendor's solicitor.,[NOTE] Progressor confirms this milestone then also receives the progressor copy email (confirmation receipt).,,,,,,
PM15,Initial replies received,solicitor,Y,Buyer's solicitor has received your replies — {address},"Quick update on your sale. The buyer's solicitor has received the replies from your solicitor. They'll now review the answers. Nothing for you to do right now.",Y,Seller's solicitor has replied to your solicitor's enquiries — {address},"Replies are in from the seller's side. The seller's solicitor has replied to your solicitor's initial enquiries. Your solicitor will now review the answers and assess whether everything has been addressed satisfactorily. Your solicitor may come back with further questions, or they may be satisfied and begin working towards exchange. Either way, we'll keep you posted.",N,,,Y,PM15 complete: Initial replies received — {address},Logged on {address}. Initial enquiry replies received from vendor's solicitor.,[NOTE] Progressor confirms this milestone then also receives the progressor copy email (confirmation receipt).,,,,,,
PM16,Initial replies reviewed,solicitor,Y,Buyer's solicitor has reviewed the replies — {address},"Quick update on your sale. The buyer's solicitor has reviewed the replies to their initial enquiries. They'll decide whether to come back with further questions or move on to the next stage. Nothing for you to do right now.",Y,Your solicitor has reviewed the seller's replies — {address},"Your solicitor has reviewed the seller's answers. Your solicitor has gone through the replies to their initial enquiries. They're assessing whether all the questions have been answered satisfactorily and whether any further questions are needed. If further questions are needed, your solicitor will raise them. Otherwise, they'll move on to reviewing the remaining legal points before reporting to you and moving towards exchange.",N,,,Y,PM16 complete: Initial replies reviewed — {address},Logged on {address}. Buyer's solicitor has reviewed initial enquiry replies.,[NOTE] Progressor confirms this milestone then also receives the progressor copy email (confirmation receipt).,,,,,,
PM17,Additional enquiries raised,solicitor,Y,Buyer's solicitor has raised further questions — {address},"Quick update on your sale. The buyer's solicitor has raised additional enquiries following their review of the initial replies. This is normal — second rounds of enquiries are common. Your solicitor will work through them and may need your input. Nothing for you to do right now unless your solicitor contacts you.",Y,Your solicitor has raised further questions — {address},"Another round of questions — completely normal. Your solicitor has raised a further round of enquiries with the seller's solicitor. Most transactions go through at least two rounds of questions before everything is resolved — this doesn't indicate a problem. The seller's solicitor will work through the additional questions and reply. Your solicitor will then review and let you know if all points have been resolved.",N,,,Y,PM17 complete: Additional enquiries raised — {address},Logged on {address}. Buyer's solicitor has raised additional enquiries.,[NOTE] Progressor confirms this milestone then also receives the progressor copy email (confirmation receipt).,,,,,,
PM18,Additional replies received,solicitor,Y,Buyer's solicitor has received the further replies — {address},"Quick update on your sale. The buyer's solicitor has received the additional replies from your solicitor. They'll now review the answers. Nothing for you to do right now.",Y,Further replies received from the seller's solicitor — {address},"Replies to the further questions are in. The seller's solicitor has replied to your solicitor's additional enquiries. Your solicitor will now review the answers. Your solicitor will assess whether all points have now been addressed. If they're satisfied, they'll move towards preparing their final report to you.",N,,,Y,PM18 complete: Additional replies received — {address},Logged on {address}. Additional enquiry replies received from vendor's solicitor.,[NOTE] Progressor confirms this milestone then also receives the progressor copy email (confirmation receipt).,,,,,,
PM19,Additional replies reviewed,solicitor,Y,Buyer's solicitor has reviewed the further replies — {address},"Quick update on your sale. The buyer's solicitor has reviewed the additional replies. They'll decide whether all points are now resolved or whether further enquiries are needed. Nothing for you to do right now.",Y,Your solicitor has reviewed all replies — {address},"Your solicitor has worked through everything. Your solicitor has reviewed all of the seller's replies and is working through the final legal points. They're assessing whether everything has been addressed to their satisfaction. If your solicitor is satisfied, they'll send you their final report and confirm they're ready to exchange.",N,,,Y,PM19 complete: Additional replies reviewed — {address},Logged on {address}. Buyer's solicitor has reviewed all outstanding enquiry replies.,[NOTE] Progressor confirms this milestone then also receives the progressor copy email (confirmation receipt).,,,,,,
PM20,All enquiries satisfied,solicitor,Y,All legal questions answered — {address},"A significant milestone on your sale. All of the legal questions raised by the buyer's solicitor have now been answered to their satisfaction. This is one of the last major legal steps before exchange of contracts. The next step on the buyer's side is their final report from their solicitor and signing the contract. We'll keep you updated.",Y,All legal questions resolved — moving towards exchange — {address},"A significant milestone on your purchase. All of the legal questions about the property have been answered to your solicitor's satisfaction. This is one of the last major legal steps before exchange of contracts. Your solicitor will now prepare their final report to you, which summarises the property, the title, the search results, and any conditions on your mortgage. Once you've received and reviewed that, you'll be ready to sign the contract and exchange.",Y,All legal enquiries satisfied — {address},"Quick update on {address}. All enquiries from the buyer's solicitor have been satisfied. One of the last major legal steps before exchange. The progression team will move on to final report and contract signing.",Y,PM20 complete: All enquiries satisfied — {address},Logged on {address}. Buyer's solicitor has confirmed all enquiries satisfied.,[NOTE] Progressor confirms this milestone then also receives the progressor copy email (confirmation receipt).,,,,,,
PM21,Final report received from solicitor,you,Y,Buyer has their final legal report — {address},"Quick update on your sale. The buyer has received their final report from their solicitor — the document that summarises the property, the title, the search results, and the answers to all enquiries. This is one of the final reading-up steps before the buyer signs their contract. Nothing for you to do right now.",Y,Your solicitor's final report is ready — {address},"Your solicitor's final report has arrived. Your solicitor has sent you their final report — a comprehensive summary of everything about the property: the title, the search results, the replies to enquiries, and any conditions attached to your mortgage offer. This is the document you need to review before signing the contract. Read the report carefully and raise any questions with your solicitor. Once you're happy, your solicitor will send you the contract to sign.",N,,,Y,PM21 complete: Buyer received final report — {address},Logged on {address}. Purchaser has confirmed receipt of solicitor's final report.,[NOTE] Progressor confirms this milestone then also receives the progressor copy email (confirmation receipt).,,,,,,
PM22,Contract documents issued to buyer,solicitor,Y,Buyer has received their contract — {address},"Good news on your sale. The buyer has received their final contract documents from their solicitor for signing. Once they sign and return them, the buyer's side will be contract-ready. Nothing for you to do right now — we'll let you know once the buyer has signed.",Y,Your contract is ready to sign — {address},"Your contract documents have arrived. Your solicitor has sent you the contract documents to review and sign. You're now moving towards exchange of contracts. Read the contract carefully. Check the purchase price, the proposed completion date, and the list of fixtures and fittings included in the sale. Your solicitor will explain exactly what signing means and what you're committing to — exchange is the legally binding moment. Once you're happy, sign and return it.",N,,,Y,PM22 complete: Contract issued to buyer — {address},Logged on {address}. Buyer's solicitor has issued contract documents to purchaser for signature.,[NOTE] Progressor confirms this milestone then also receives the progressor copy email (confirmation receipt).,,,,,,
PM23,Sign and return contract documents,you,Y,Buyer has signed the contract — {address},"A significant step on your sale. The buyer has signed and returned their contract documents to their solicitor. Both sides need signed contracts in their solicitors' hands before exchange can happen. Once your contract is also signed and returned, exchange can be coordinated.",Y,Signed contract received — ready for exchange — {address},"Your signed contract is with your solicitor. Your solicitor has received your signed contract documents and is holding them ready for exchange. They will have explained what signing means — the legally binding moment is exchange, not this step. Make sure your deposit is on its way to your solicitor's client account if it isn't already — it needs to be there as cleared funds before exchange can happen.",Y,Buyer has signed contracts — {address},"Quick update on {address}. The buyer has signed and returned their contract documents. Buyer side is contract-ready. The progression team is coordinating exchange with both solicitors.",Y,PM23 complete: Buyer signed and returned contract — {address},Logged on {address}. Purchaser has confirmed signed contract returned to solicitor.,[NOTE] Progressor confirms this milestone then also receives the progressor copy email (confirmation receipt).,,,,,,
PM24,Transfer the deposit,you,Y,Buyer's deposit is on its way — {address},"Major update on your sale. The buyer has transferred their deposit to their solicitor in preparation for exchange. This is one of the strongest signals you'll see before exchange itself — it means the buyer is mortgage-ready, contract-ready, and putting funds in place. Your solicitor and the buyer's solicitor will now coordinate exchange. We'll be in touch as soon as it's set.",Y,Deposit received — ready for exchange — {address},"Your deposit is in place. Your solicitor has confirmed receipt of your deposit as cleared funds. This is one of the final requirements before exchange of contracts can take place. Everything is now in place on your side. We're coordinating exchange with the seller's solicitor — you could be exchanging very soon.",Y,Buyer's deposit on its way — {address},"Major update on {address}. The buyer has transferred the deposit to their solicitor. Both sides moving towards exchange — the progression team is coordinating with both solicitors.",Y,PM24 complete: Buyer transferred deposit — {address},Logged on {address}. Purchaser has confirmed deposit transferred to solicitor's client account.,[NOTE] Progressor confirms this milestone then also receives the progressor copy email (confirmation receipt).,,,,,,
PM25,Solicitor confirms ready to exchange,solicitor,Y,The buyer's solicitor is ready to exchange — {address},"The buyer's side is ready. The buyer's solicitor has confirmed they're ready to exchange contracts. If your solicitor is also ready, exchange can be coordinated imminently. We'll be coordinating exchange with both solicitors. Make sure you're reachable.",Y,Your solicitor is ready to exchange — {address},"Your solicitor has confirmed they're ready. Your solicitor has everything in place to exchange contracts. They've confirmed to us that they're ready to proceed as soon as the seller's side confirms the same. We're now coordinating with the seller's solicitor to confirm exchange. Make sure you're reachable — exchange can sometimes happen very quickly once both sides are ready.",Y,Buyer's solicitor ready to exchange — {address},Quick update on {address}. Buyer's solicitor has confirmed readiness to exchange. Coordinating with vendor's side.,Y,PM25 complete: Buyer solicitor ready to exchange — {address},Logged on {address}. Buyer's solicitor has confirmed readiness to exchange.,[NOTE] Progressor confirms this milestone then also receives the progressor copy email (confirmation receipt).,,,,,,
PM26,Contracts exchanged,agent,Y,Contracts exchanged — your sale is legally committed — {address},"Contracts have exchanged on your sale. Both solicitors have formally exchanged signed contracts, and your sale is now legally binding. The completion date is fixed — neither side can withdraw without significant financial penalty. Between now and completion, arrange to have everything ready to leave the property by the agreed time on completion day. Your solicitor will manage the legal transfer of funds.",Y,Contracts exchanged — your purchase is legally committed — {address},"Contracts have exchanged on your purchase. Both solicitors have formally exchanged signed contracts, your deposit has been transferred, and your purchase is now legally binding. The completion date is fixed. Now is the time to confirm your removal firm and start planning your move in detail. Buildings insurance: risk in the property usually passes to you on exchange — check with your solicitor whether this applies to your purchase, as for new-builds and many leaseholds the freeholder's policy covers the building. Your solicitor will manage the final transfer of funds on completion day.",Y,Exchange confirmed — {address},"Exchange confirmed on {address}. Contracts have exchanged. Both parties are now legally committed. Completion date is fixed.",Y,PM26 complete: Contracts exchanged — {address},"Exchange confirmed on {address}. Contracts exchanged. Both parties legally committed. Completion date fixed. Reconcile any outstanding milestones and confirm the completion date is recorded.",[NOTE] Progressor confirms this milestone then also receives the progressor copy email (confirmation receipt).,,,,,,
PM27,Purchase completed,agent,Y,Completion confirmed on your sale — {address},"Completion confirmed. The purchase of {address} has completed. The property has transferred to the buyer and the transaction is legally concluded.",Y,Purchase complete — welcome to your new home — {address},"Congratulations — it's done. Your purchase has completed. The funds have been transferred, ownership has passed to you, and the keys are yours. Your solicitor will now arrange for your ownership to be registered at HM Land Registry. Keep your completion statement and transfer documents safely for your records — you may need them for future legal or tax purposes. Your solicitor will send confirmation of Land Registry registration once it's been processed, which can take several months.",Y,Completion confirmed — {address},"Completion confirmed on {address}. Purchase completed. Funds transferred, ownership registered. Transaction closed.",Y,PM27 complete: Purchase completed — {address},"Completion confirmed on {address}. Purchase completed. Transaction closed. Reconcile any outstanding milestones and confirm all fees are recorded.",[NOTE] Progressor confirms this milestone then also receives the progressor copy email (confirmation receipt).,,,,,,
,,,,,,,,,,,,,,,,,,,,,
